Date,Agency,JK Code,UA Code,Parent UA Code,Number of utterances made by the agencies per month
"=""06-2009""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""06-2009""",Department of Agriculture,11,500,500,323
"=""06-2009""",Department of Commerce,33,600,600,110
"=""06-2009""",Department of Defense,45,700,700,36
"=""06-2009""",Department of Education,140,1800,1800,10
"=""06-2009""",Department of Energy,154,1900,1900,15
"=""06-2009""",Department of Health and Human Services,53,900,900,219
"=""06-2009""",Department of Homeland Security,127,1600,1600,445
"=""06-2009""",Department of Housing and Urban Development,191,2500,2500,85
"=""06-2009""",Department of Justice,88,1100,1100,91
"=""06-2009""",Department of Labor,98,1200,1200,45
"=""06-2009""",Department of State,113,1400,1400,256
"=""06-2009""",Department of the Air Force,46,701,700,0
"=""06-2009""",Department of the Army,47,702,700,0
"=""06-2009""",Department of the Interior,72,1000,1000,118
"=""06-2009""",Department of the Navy,48,703,700,0
"=""06-2009""",Department of the Treasury,114,1500,1500,131
"=""06-2009""",Department of Transportation,176,2100,2100,137
"=""06-2009""",Department of Veterans Affairs,200,2900,2900,193
"=""06-2009""",Environmental Protection Agency,164,2000,2000,135
"=""06-2009""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""06-2009""",Export-Import Bank of the United States,214,3048,3048,6
"=""06-2009""",Farm Credit Administration,215,3052,3052,23
"=""06-2009""",Federal Communications Commission,217,3060,3060,49
"=""06-2009""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""06-2009""",Federal Emergency Management Agency,139,1660,1600,0
"=""06-2009""",Federal Housing Finance Agency,198,2590,2590,118
"=""06-2009""",Federal Housing Finance Agency,219,3069,3069,118
"=""06-2009""",Federal Labor Relations Authority,220,3070,3070,0
"=""06-2009""",Federal Maritime Commission,221,3072,3072,0
"=""06-2009""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""06-2009""",Federal Reserve ,276,7100,7100,351
"=""06-2009""",Federal Trade Commission,224,3084,3084,161
"=""06-2009""",General Services Administration,225,3090,3090,0
"=""06-2009""",Inter-American Foundation,8,417,417,0
"=""06-2009""",Interstate Commerce Commission,231,3120,3120,0
"=""06-2009""",Merit Systems Protection Board,233,3124,3124,0
"=""06-2009""",National Aeronautics and Space Administration,199,2700,2700,0
"=""06-2009""",National Archives and Records Administration,226,3095,3095,0
"=""06-2009""",National Council on Disability,273,3480,3480,0
"=""06-2009""",National Credit Union Administration,235,3133,3133,0
"=""06-2009""",National Labor Relations Board,242,3142,3142,0
"=""06-2009""",National Mediation Board,240,3140,3140,0
"=""06-2009""",National Science Foundation,243,3145,3145,13
"=""06-2009""",National Transportation Safety Board,244,3147,3147,31
"=""06-2009""",Nuclear Regulatory Commission,245,3150,3150,0
"=""06-2009""",Office of Management and Budget,3,348,300,0
"=""06-2009""",Office of Personnel Management,251,3206,3206,50
"=""06-2009""",Panama Canal Commission,252,3207,3207,0
"=""06-2009""",Peace Corps,9,420,420,0
"=""06-2009""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""06-2009""",Postal Regulatory Commission,256,3211,3211,0
"=""06-2009""",Railroad Retirement Board,259,3220,3220,0
"=""06-2009""",Securities and Exchange Commission,261,3235,3235,44
"=""06-2009""",Selective Service System,262,3240,3240,0
"=""06-2009""",Small Business Administration,263,3245,3245,28
"=""06-2009""",Smithsonian Institution,264,3250,3250,0
"=""06-2009""",Social Security Administration,71,960,960,0
"=""06-2009""",Tennessee Valley Authority,267,3316,3316,7
"=""06-2009""",U.S. Coast Guard,131,1625,1600,0
"=""06-2009""",U.S. Coast Guard,177,2115,2100,0
"=""06-2009""",U.S. Information Agency,229,3116,3116,0
"=""06-2009""",United States Agency for International Development,7,412,412,10
"=""06-2009""",United States International Trade Commission,230,3117,3117,0
"=""06-2009""",United States Postal Service,255,3210,3210,0
"=""06-2010""",Broadcasting Board of Governors,228,3112,3112,0
"=""06-2010""",Commission on Civil Rights,208,3035,3035,0
"=""06-2010""",Commodities Futures Trading Commission,210,3038,3038,0
"=""06-2010""",Consumer Product Safety Commission,211,3041,3041,16
"=""06-2010""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""06-2010""",Department of Agriculture,11,500,500,206
"=""06-2010""",Department of Commerce,33,600,600,148
"=""06-2010""",Department of Defense,45,700,700,89
"=""06-2010""",Department of Education,140,1800,1800,26
"=""06-2010""",Department of Energy,154,1900,1900,34
"=""06-2010""",Department of Health and Human Services,53,900,900,53
"=""06-2010""",Department of Homeland Security,127,1600,1600,365
"=""06-2010""",Department of Housing and Urban Development,191,2500,2500,35
"=""06-2010""",Department of Justice,88,1100,1100,209
"=""06-2010""",Department of Labor,98,1200,1200,26
"=""06-2010""",Department of State,113,1400,1400,137
"=""06-2010""",Department of the Air Force,46,701,700,0
"=""06-2010""",Department of the Army,47,702,700,1
"=""06-2010""",Department of the Interior,72,1000,1000,294
"=""06-2010""",Department of the Navy,48,703,700,0
"=""06-2010""",Department of the Treasury,114,1500,1500,0
"=""06-2010""",Department of Transportation,176,2100,2100,28
"=""06-2010""",Department of Veterans Affairs,200,2900,2900,78
"=""06-2010""",Environmental Protection Agency,164,2000,2000,74
"=""06-2010""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""06-2010""",Export-Import Bank of the United States,214,3048,3048,0
"=""06-2010""",Farm Credit Administration,215,3052,3052,0
"=""06-2010""",Federal Communications Commission,217,3060,3060,82
"=""06-2010""",Federal Deposit Insurance Corporation,218,3064,3064,14
"=""06-2010""",Federal Emergency Management Agency,139,1660,1600,0
"=""06-2010""",Federal Housing Finance Agency,198,2590,2590,0
"=""06-2010""",Federal Housing Finance Agency,219,3069,3069,0
"=""06-2010""",Federal Labor Relations Authority,220,3070,3070,0
"=""06-2010""",Federal Maritime Commission,221,3072,3072,0
"=""06-2010""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""06-2010""",Federal Reserve ,276,7100,7100,123
"=""06-2010""",Federal Trade Commission,224,3084,3084,46
"=""06-2010""",General Services Administration,225,3090,3090,0
"=""06-2010""",Inter-American Foundation,8,417,417,0
"=""06-2010""",Interstate Commerce Commission,231,3120,3120,0
"=""06-2010""",Merit Systems Protection Board,233,3124,3124,0
"=""06-2010""",National Aeronautics and Space Administration,199,2700,2700,4
"=""06-2010""",National Archives and Records Administration,226,3095,3095,11
"=""06-2010""",National Council on Disability,273,3480,3480,5
"=""06-2010""",National Credit Union Administration,235,3133,3133,0
"=""06-2010""",National Labor Relations Board,242,3142,3142,0
"=""06-2010""",National Mediation Board,240,3140,3140,0
"=""06-2010""",National Science Foundation,243,3145,3145,10
"=""06-2010""",National Transportation Safety Board,244,3147,3147,3
"=""06-2010""",Nuclear Regulatory Commission,245,3150,3150,0
"=""06-2010""",Office of Management and Budget,3,348,300,31
"=""06-2010""",Office of Personnel Management,251,3206,3206,11
"=""06-2010""",Panama Canal Commission,252,3207,3207,0
"=""06-2010""",Peace Corps,9,420,420,0
"=""06-2010""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""06-2010""",Postal Regulatory Commission,256,3211,3211,0
"=""06-2010""",Railroad Retirement Board,259,3220,3220,0
"=""06-2010""",Securities and Exchange Commission,261,3235,3235,0
"=""06-2010""",Selective Service System,262,3240,3240,0
"=""06-2010""",Small Business Administration,263,3245,3245,14
"=""06-2010""",Smithsonian Institution,264,3250,3250,5
"=""06-2010""",Social Security Administration,71,960,960,0
"=""06-2010""",Tennessee Valley Authority,267,3316,3316,0
"=""06-2010""",U.S. Coast Guard,131,1625,1600,0
"=""06-2010""",U.S. Coast Guard,177,2115,2100,0
"=""06-2010""",U.S. Information Agency,229,3116,3116,0
"=""06-2010""",United States Agency for International Development,7,412,412,13
"=""06-2010""",United States International Trade Commission,230,3117,3117,0
"=""06-2010""",United States Postal Service,255,3210,3210,0
"=""06-2011""",Broadcasting Board of Governors,228,3112,3112,0
"=""06-2011""",Commission on Civil Rights,208,3035,3035,0
"=""06-2011""",Commodities Futures Trading Commission,210,3038,3038,0
"=""06-2011""",Consumer Product Safety Commission,211,3041,3041,0
"=""06-2011""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""06-2011""",Department of Agriculture,11,500,500,179
"=""06-2011""",Department of Commerce,33,600,600,137
"=""06-2011""",Department of Defense,45,700,700,114
"=""06-2011""",Department of Education,140,1800,1800,21
"=""06-2011""",Department of Energy,154,1900,1900,358
"=""06-2011""",Department of Health and Human Services,53,900,900,214
"=""06-2011""",Department of Homeland Security,127,1600,1600,220
"=""06-2011""",Department of Housing and Urban Development,191,2500,2500,233
"=""06-2011""",Department of Justice,88,1100,1100,233
"=""06-2011""",Department of Labor,98,1200,1200,61
"=""06-2011""",Department of State,113,1400,1400,169
"=""06-2011""",Department of the Air Force,46,701,700,0
"=""06-2011""",Department of the Army,47,702,700,58
"=""06-2011""",Department of the Interior,72,1000,1000,72
"=""06-2011""",Department of the Navy,48,703,700,9
"=""06-2011""",Department of the Treasury,114,1500,1500,236
"=""06-2011""",Department of Transportation,176,2100,2100,60
"=""06-2011""",Department of Veterans Affairs,200,2900,2900,40
"=""06-2011""",Environmental Protection Agency,164,2000,2000,83
"=""06-2011""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""06-2011""",Export-Import Bank of the United States,214,3048,3048,0
"=""06-2011""",Farm Credit Administration,215,3052,3052,0
"=""06-2011""",Federal Communications Commission,217,3060,3060,4
"=""06-2011""",Federal Deposit Insurance Corporation,218,3064,3064,199
"=""06-2011""",Federal Emergency Management Agency,139,1660,1600,63
"=""06-2011""",Federal Housing Finance Agency,198,2590,2590,0
"=""06-2011""",Federal Housing Finance Agency,219,3069,3069,0
"=""06-2011""",Federal Labor Relations Authority,220,3070,3070,0
"=""06-2011""",Federal Maritime Commission,221,3072,3072,0
"=""06-2011""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""06-2011""",Federal Reserve ,276,7100,7100,49
"=""06-2011""",Federal Trade Commission,224,3084,3084,128
"=""06-2011""",General Services Administration,225,3090,3090,58
"=""06-2011""",Inter-American Foundation,8,417,417,0
"=""06-2011""",Interstate Commerce Commission,231,3120,3120,0
"=""06-2011""",Merit Systems Protection Board,233,3124,3124,0
"=""06-2011""",National Aeronautics and Space Administration,199,2700,2700,0
"=""06-2011""",National Archives and Records Administration,226,3095,3095,0
"=""06-2011""",National Council on Disability,273,3480,3480,0
"=""06-2011""",National Credit Union Administration,235,3133,3133,30
"=""06-2011""",National Labor Relations Board,242,3142,3142,117
"=""06-2011""",National Mediation Board,240,3140,3140,0
"=""06-2011""",National Science Foundation,243,3145,3145,40
"=""06-2011""",National Transportation Safety Board,244,3147,3147,0
"=""06-2011""",Nuclear Regulatory Commission,245,3150,3150,212
"=""06-2011""",Office of Management and Budget,3,348,300,223
"=""06-2011""",Office of Personnel Management,251,3206,3206,8
"=""06-2011""",Panama Canal Commission,252,3207,3207,0
"=""06-2011""",Peace Corps,9,420,420,0
"=""06-2011""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""06-2011""",Postal Regulatory Commission,256,3211,3211,0
"=""06-2011""",Railroad Retirement Board,259,3220,3220,0
"=""06-2011""",Securities and Exchange Commission,261,3235,3235,42
"=""06-2011""",Selective Service System,262,3240,3240,0
"=""06-2011""",Small Business Administration,263,3245,3245,20
"=""06-2011""",Smithsonian Institution,264,3250,3250,0
"=""06-2011""",Social Security Administration,71,960,960,81
"=""06-2011""",Tennessee Valley Authority,267,3316,3316,0
"=""06-2011""",U.S. Coast Guard,131,1625,1600,0
"=""06-2011""",U.S. Coast Guard,177,2115,2100,0
"=""06-2011""",U.S. Information Agency,229,3116,3116,0
"=""06-2011""",United States Agency for International Development,7,412,412,31
"=""06-2011""",United States International Trade Commission,230,3117,3117,0
"=""06-2011""",United States Postal Service,255,3210,3210,17
"=""06-2012""",Broadcasting Board of Governors,228,3112,3112,0
"=""06-2012""",Commission on Civil Rights,208,3035,3035,0
"=""06-2012""",Commodities Futures Trading Commission,210,3038,3038,0
"=""06-2012""",Consumer Product Safety Commission,211,3041,3041,0
"=""06-2012""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""06-2012""",Department of Agriculture,11,500,500,7
"=""06-2012""",Department of Commerce,33,600,600,63
"=""06-2012""",Department of Defense,45,700,700,38
"=""06-2012""",Department of Education,140,1800,1800,0
"=""06-2012""",Department of Energy,154,1900,1900,24
"=""06-2012""",Department of Health and Human Services,53,900,900,169
"=""06-2012""",Department of Homeland Security,127,1600,1600,163
"=""06-2012""",Department of Housing and Urban Development,191,2500,2500,19
"=""06-2012""",Department of Justice,88,1100,1100,160
"=""06-2012""",Department of Labor,98,1200,1200,65
"=""06-2012""",Department of State,113,1400,1400,96
"=""06-2012""",Department of the Air Force,46,701,700,0
"=""06-2012""",Department of the Army,47,702,700,0
"=""06-2012""",Department of the Interior,72,1000,1000,20
"=""06-2012""",Department of the Navy,48,703,700,0
"=""06-2012""",Department of the Treasury,114,1500,1500,39
"=""06-2012""",Department of Transportation,176,2100,2100,103
"=""06-2012""",Department of Veterans Affairs,200,2900,2900,334
"=""06-2012""",Environmental Protection Agency,164,2000,2000,389
"=""06-2012""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""06-2012""",Export-Import Bank of the United States,214,3048,3048,0
"=""06-2012""",Farm Credit Administration,215,3052,3052,0
"=""06-2012""",Federal Communications Commission,217,3060,3060,0
"=""06-2012""",Federal Deposit Insurance Corporation,218,3064,3064,28
"=""06-2012""",Federal Emergency Management Agency,139,1660,1600,11
"=""06-2012""",Federal Housing Finance Agency,198,2590,2590,0
"=""06-2012""",Federal Housing Finance Agency,219,3069,3069,0
"=""06-2012""",Federal Labor Relations Authority,220,3070,3070,0
"=""06-2012""",Federal Maritime Commission,221,3072,3072,0
"=""06-2012""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""06-2012""",Federal Reserve ,276,7100,7100,138
"=""06-2012""",Federal Trade Commission,224,3084,3084,0
"=""06-2012""",General Services Administration,225,3090,3090,31
"=""06-2012""",Inter-American Foundation,8,417,417,0
"=""06-2012""",Interstate Commerce Commission,231,3120,3120,0
"=""06-2012""",Merit Systems Protection Board,233,3124,3124,0
"=""06-2012""",National Aeronautics and Space Administration,199,2700,2700,28
"=""06-2012""",National Archives and Records Administration,226,3095,3095,29
"=""06-2012""",National Council on Disability,273,3480,3480,0
"=""06-2012""",National Credit Union Administration,235,3133,3133,0
"=""06-2012""",National Labor Relations Board,242,3142,3142,0
"=""06-2012""",National Mediation Board,240,3140,3140,0
"=""06-2012""",National Science Foundation,243,3145,3145,0
"=""06-2012""",National Transportation Safety Board,244,3147,3147,0
"=""06-2012""",Nuclear Regulatory Commission,245,3150,3150,31
"=""06-2012""",Office of Management and Budget,3,348,300,6
"=""06-2012""",Office of Personnel Management,251,3206,3206,8
"=""06-2012""",Panama Canal Commission,252,3207,3207,0
"=""06-2012""",Peace Corps,9,420,420,0
"=""06-2012""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""06-2012""",Postal Regulatory Commission,256,3211,3211,0
"=""06-2012""",Railroad Retirement Board,259,3220,3220,0
"=""06-2012""",Securities and Exchange Commission,261,3235,3235,129
"=""06-2012""",Selective Service System,262,3240,3240,0
"=""06-2012""",Small Business Administration,263,3245,3245,81
"=""06-2012""",Smithsonian Institution,264,3250,3250,0
"=""06-2012""",Social Security Administration,71,960,960,35
"=""06-2012""",Tennessee Valley Authority,267,3316,3316,0
"=""06-2012""",U.S. Coast Guard,131,1625,1600,0
"=""06-2012""",U.S. Coast Guard,177,2115,2100,0
"=""06-2012""",U.S. Information Agency,229,3116,3116,0
"=""06-2012""",United States Agency for International Development,7,412,412,66
"=""06-2012""",United States International Trade Commission,230,3117,3117,0
"=""06-2012""",United States Postal Service,255,3210,3210,0
"=""07-1995""",Broadcasting Board of Governors,228,3112,3112,0
"=""07-1995""",Commission on Civil Rights,208,3035,3035,0
"=""07-1995""",Commodities Futures Trading Commission,210,3038,3038,0
"=""07-1995""",Consumer Product Safety Commission,211,3041,3041,0
"=""07-1995""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""07-1995""",Department of Agriculture,11,500,500,0
"=""07-1995""",Department of Commerce,33,600,600,0
"=""07-1995""",Department of Defense,45,700,700,0
"=""07-1995""",Department of Education,140,1800,1800,0
"=""07-1995""",Department of Energy,154,1900,1900,0
"=""07-1995""",Department of Health and Human Services,53,900,900,0
"=""07-1995""",Department of Homeland Security,127,1600,1600,0
"=""07-1995""",Department of Housing and Urban Development,191,2500,2500,0
"=""07-1995""",Department of Justice,88,1100,1100,0
"=""07-1995""",Department of Labor,98,1200,1200,0
"=""07-1995""",Department of State,113,1400,1400,0
"=""07-1995""",Department of the Air Force,46,701,700,0
"=""07-1995""",Department of the Army,47,702,700,0
"=""07-1995""",Department of the Interior,72,1000,1000,0
"=""07-1995""",Department of the Navy,48,703,700,0
"=""07-1995""",Department of the Treasury,114,1500,1500,0
"=""07-1995""",Department of Transportation,176,2100,2100,0
"=""07-1995""",Department of Veterans Affairs,200,2900,2900,0
"=""07-1995""",Environmental Protection Agency,164,2000,2000,0
"=""07-1995""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""07-1995""",Export-Import Bank of the United States,214,3048,3048,0
"=""07-1995""",Farm Credit Administration,215,3052,3052,0
"=""07-1995""",Federal Communications Commission,217,3060,3060,0
"=""07-1995""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""07-1995""",Federal Emergency Management Agency,139,1660,1600,0
"=""07-1995""",Federal Housing Finance Agency,198,2590,2590,0
"=""07-1995""",Federal Housing Finance Agency,219,3069,3069,0
"=""07-1995""",Federal Labor Relations Authority,220,3070,3070,0
"=""07-1995""",Federal Maritime Commission,221,3072,3072,0
"=""07-1995""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""07-1995""",Federal Reserve ,276,7100,7100,0
"=""07-1995""",Federal Trade Commission,224,3084,3084,0
"=""07-1995""",General Services Administration,225,3090,3090,0
"=""07-1995""",Inter-American Foundation,8,417,417,0
"=""07-1995""",Interstate Commerce Commission,231,3120,3120,0
"=""07-1995""",Merit Systems Protection Board,233,3124,3124,0
"=""07-1995""",National Aeronautics and Space Administration,199,2700,2700,0
"=""07-1995""",National Archives and Records Administration,226,3095,3095,0
"=""07-1995""",National Council on Disability,273,3480,3480,0
"=""07-1995""",National Credit Union Administration,235,3133,3133,0
"=""07-1995""",National Labor Relations Board,242,3142,3142,0
"=""07-1995""",National Mediation Board,240,3140,3140,0
"=""07-1995""",National Science Foundation,243,3145,3145,0
"=""07-1995""",National Transportation Safety Board,244,3147,3147,0
"=""07-1995""",Nuclear Regulatory Commission,245,3150,3150,0
"=""07-1995""",Office of Management and Budget,3,348,300,0
"=""07-1995""",Office of Personnel Management,251,3206,3206,0
"=""07-1995""",Panama Canal Commission,252,3207,3207,0
"=""07-1995""",Peace Corps,9,420,420,0
"=""07-1995""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""07-1995""",Postal Regulatory Commission,256,3211,3211,0
"=""07-1995""",Railroad Retirement Board,259,3220,3220,0
"=""07-1995""",Securities and Exchange Commission,261,3235,3235,0
"=""07-1995""",Selective Service System,262,3240,3240,0
"=""07-1995""",Small Business Administration,263,3245,3245,0
"=""07-1995""",Smithsonian Institution,264,3250,3250,0
"=""07-1995""",Social Security Administration,71,960,960,0
"=""07-1995""",Tennessee Valley Authority,267,3316,3316,0
"=""07-1995""",U.S. Coast Guard,131,1625,1600,0
"=""07-1995""",U.S. Coast Guard,177,2115,2100,0
"=""07-1995""",U.S. Information Agency,229,3116,3116,0
"=""07-1995""",United States Agency for International Development,7,412,412,0
"=""07-1995""",United States International Trade Commission,230,3117,3117,0
"=""07-1995""",United States Postal Service,255,3210,3210,0
"=""07-1996""",Broadcasting Board of Governors,228,3112,3112,0
"=""07-1996""",Commission on Civil Rights,208,3035,3035,0
"=""07-1996""",Commodities Futures Trading Commission,210,3038,3038,0
"=""07-1996""",Consumer Product Safety Commission,211,3041,3041,0
"=""07-1996""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""07-1996""",Department of Agriculture,11,500,500,0
"=""07-1996""",Department of Commerce,33,600,600,0
"=""07-1996""",Department of Defense,45,700,700,0
"=""07-1996""",Department of Education,140,1800,1800,0
"=""07-1996""",Department of Energy,154,1900,1900,0
"=""07-1996""",Department of Health and Human Services,53,900,900,0
"=""07-1996""",Department of Homeland Security,127,1600,1600,0
"=""07-1996""",Department of Housing and Urban Development,191,2500,2500,0
"=""07-1996""",Department of Justice,88,1100,1100,0
"=""07-1996""",Department of Labor,98,1200,1200,0
"=""07-1996""",Department of State,113,1400,1400,0
"=""07-1996""",Department of the Air Force,46,701,700,0
"=""07-1996""",Department of the Army,47,702,700,0
"=""07-1996""",Department of the Interior,72,1000,1000,0
"=""07-1996""",Department of the Navy,48,703,700,0
"=""07-1996""",Department of the Treasury,114,1500,1500,0
"=""07-1996""",Department of Transportation,176,2100,2100,0
"=""07-1996""",Department of Veterans Affairs,200,2900,2900,0
"=""07-1996""",Environmental Protection Agency,164,2000,2000,0
"=""07-1996""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""07-1996""",Export-Import Bank of the United States,214,3048,3048,0
"=""07-1996""",Farm Credit Administration,215,3052,3052,0
"=""07-1996""",Federal Communications Commission,217,3060,3060,0
"=""07-1996""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""07-1996""",Federal Emergency Management Agency,139,1660,1600,0
"=""07-1996""",Federal Housing Finance Agency,198,2590,2590,0
"=""07-1996""",Federal Housing Finance Agency,219,3069,3069,0
"=""07-1996""",Federal Labor Relations Authority,220,3070,3070,0
"=""07-1996""",Federal Maritime Commission,221,3072,3072,0
"=""07-1996""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""07-1996""",Federal Reserve ,276,7100,7100,0
"=""07-1996""",Federal Trade Commission,224,3084,3084,0
"=""07-1996""",General Services Administration,225,3090,3090,0
"=""07-1996""",Inter-American Foundation,8,417,417,0
"=""07-1996""",Interstate Commerce Commission,231,3120,3120,0
"=""07-1996""",Merit Systems Protection Board,233,3124,3124,0
"=""07-1996""",National Aeronautics and Space Administration,199,2700,2700,0
"=""07-1996""",National Archives and Records Administration,226,3095,3095,0
"=""07-1996""",National Council on Disability,273,3480,3480,0
"=""07-1996""",National Credit Union Administration,235,3133,3133,0
"=""07-1996""",National Labor Relations Board,242,3142,3142,0
"=""07-1996""",National Mediation Board,240,3140,3140,0
"=""07-1996""",National Science Foundation,243,3145,3145,0
"=""07-1996""",National Transportation Safety Board,244,3147,3147,0
"=""07-1996""",Nuclear Regulatory Commission,245,3150,3150,0
"=""07-1996""",Office of Management and Budget,3,348,300,0
"=""07-1996""",Office of Personnel Management,251,3206,3206,0
"=""07-1996""",Panama Canal Commission,252,3207,3207,0
"=""07-1996""",Peace Corps,9,420,420,0
"=""07-1996""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""07-1996""",Postal Regulatory Commission,256,3211,3211,0
"=""07-1996""",Railroad Retirement Board,259,3220,3220,0
"=""07-1996""",Securities and Exchange Commission,261,3235,3235,0
"=""07-1996""",Selective Service System,262,3240,3240,0
"=""07-1996""",Small Business Administration,263,3245,3245,0
"=""07-1996""",Smithsonian Institution,264,3250,3250,0
"=""07-1996""",Social Security Administration,71,960,960,0
"=""07-1996""",Tennessee Valley Authority,267,3316,3316,0
"=""07-1996""",U.S. Coast Guard,131,1625,1600,0
"=""07-1996""",U.S. Coast Guard,177,2115,2100,0
"=""07-1996""",U.S. Information Agency,229,3116,3116,0
"=""07-1996""",United States Agency for International Development,7,412,412,0
"=""07-1996""",United States International Trade Commission,230,3117,3117,0
"=""07-1996""",United States Postal Service,255,3210,3210,0
"=""07-1997""",Broadcasting Board of Governors,228,3112,3112,0
"=""07-1997""",Commission on Civil Rights,208,3035,3035,0
"=""07-1997""",Commodities Futures Trading Commission,210,3038,3038,0
"=""07-1997""",Consumer Product Safety Commission,211,3041,3041,0
"=""07-1997""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""07-1997""",Department of Agriculture,11,500,500,0
"=""07-1997""",Department of Commerce,33,600,600,96
"=""07-1997""",Department of Defense,45,700,700,44
"=""07-1997""",Department of Education,140,1800,1800,0
"=""07-1997""",Department of Energy,154,1900,1900,0
"=""07-1997""",Department of Health and Human Services,53,900,900,0
"=""07-1997""",Department of Homeland Security,127,1600,1600,0
"=""07-1997""",Department of Housing and Urban Development,191,2500,2500,0
"=""07-1997""",Department of Justice,88,1100,1100,0
"=""07-1997""",Department of Labor,98,1200,1200,0
"=""07-1997""",Department of State,113,1400,1400,15
"=""07-1997""",Department of the Air Force,46,701,700,0
"=""07-1997""",Department of the Army,47,702,700,0
"=""07-1997""",Department of the Interior,72,1000,1000,21
"=""07-1997""",Department of the Navy,48,703,700,0
"=""07-1997""",Department of the Treasury,114,1500,1500,17
"=""07-1997""",Department of Transportation,176,2100,2100,0
"=""07-1997""",Department of Veterans Affairs,200,2900,2900,0
"=""07-1997""",Environmental Protection Agency,164,2000,2000,0
"=""07-1997""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""07-1997""",Export-Import Bank of the United States,214,3048,3048,0
"=""07-1997""",Farm Credit Administration,215,3052,3052,0
"=""07-1997""",Federal Communications Commission,217,3060,3060,0
"=""07-1997""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""07-1997""",Federal Emergency Management Agency,139,1660,1600,0
"=""07-1997""",Federal Housing Finance Agency,198,2590,2590,0
"=""07-1997""",Federal Housing Finance Agency,219,3069,3069,0
"=""07-1997""",Federal Labor Relations Authority,220,3070,3070,0
"=""07-1997""",Federal Maritime Commission,221,3072,3072,0
"=""07-1997""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""07-1997""",Federal Reserve ,276,7100,7100,0
"=""07-1997""",Federal Trade Commission,224,3084,3084,0
"=""07-1997""",General Services Administration,225,3090,3090,0
"=""07-1997""",Inter-American Foundation,8,417,417,0
"=""07-1997""",Interstate Commerce Commission,231,3120,3120,0
"=""07-1997""",Merit Systems Protection Board,233,3124,3124,0
"=""07-1997""",National Aeronautics and Space Administration,199,2700,2700,0
"=""07-1997""",National Archives and Records Administration,226,3095,3095,0
"=""07-1997""",National Council on Disability,273,3480,3480,0
"=""07-1997""",National Credit Union Administration,235,3133,3133,0
"=""07-1997""",National Labor Relations Board,242,3142,3142,71
"=""07-1997""",National Mediation Board,240,3140,3140,0
"=""07-1997""",National Science Foundation,243,3145,3145,0
"=""07-1997""",National Transportation Safety Board,244,3147,3147,0
"=""07-1997""",Nuclear Regulatory Commission,245,3150,3150,0
"=""07-1997""",Office of Management and Budget,3,348,300,0
"=""07-1997""",Office of Personnel Management,251,3206,3206,0
"=""07-1997""",Panama Canal Commission,252,3207,3207,0
"=""07-1997""",Peace Corps,9,420,420,0
"=""07-1997""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""07-1997""",Postal Regulatory Commission,256,3211,3211,0
"=""07-1997""",Railroad Retirement Board,259,3220,3220,0
"=""07-1997""",Securities and Exchange Commission,261,3235,3235,0
"=""07-1997""",Selective Service System,262,3240,3240,0
"=""07-1997""",Small Business Administration,263,3245,3245,0
"=""07-1997""",Smithsonian Institution,264,3250,3250,0
"=""07-1997""",Social Security Administration,71,960,960,0
"=""07-1997""",Tennessee Valley Authority,267,3316,3316,0
"=""07-1997""",U.S. Coast Guard,131,1625,1600,0
"=""07-1997""",U.S. Coast Guard,177,2115,2100,0
"=""07-1997""",U.S. Information Agency,229,3116,3116,0
"=""07-1997""",United States Agency for International Development,7,412,412,0
"=""07-1997""",United States International Trade Commission,230,3117,3117,0
"=""07-1997""",United States Postal Service,255,3210,3210,0
"=""07-1998""",Broadcasting Board of Governors,228,3112,3112,0
