Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,ARMSTRONG FLIGHT RESEARCH CENTER,40123,39650,230,"Edwards Air Force Base, CA",Chief Counsel,Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,GLENN RESEARCH CENTER,40132,39650,240,"Cleveland, OH","Director, National Aeronautics and Space Administration, Glenn Research Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,GLENN RESEARCH CENTER,40132,39650,240,"Cleveland, OH",Chief Counsel,Vacant,,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,GODDARD SPACE FLIGHT CENTER,39642,39650,250,"Greenbelt, MD","Director, National Aeronautics and Space Administration, Goddard Space Flight Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,GODDARD SPACE FLIGHT CENTER,39642,39650,250,"Greenbelt, MD",Chief Counsel,Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,JOHNSON SPACE CENTER,40133,39650,260,"Houston, TX","Director, National Aeronautics and Space Administration, Johnson Space Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,JOHNSON SPACE CENTER,40133,39650,260,"Houston, TX","Chief Counsel, Johnson Space Center",Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,KENNEDY SPACE CENTER,40134,39650,270,"Kennedy Space Center, FL","Director, National Aeronautics and Space Administration, Kennedy Space Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,KENNEDY SPACE CENTER,40134,39650,270,"Kennedy Space Center, FL",Chief Counsel,Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,LANGLEY RESEARCH CENTER,40135,39650,280,"Hampton, VA","Director, National Aeronautics and Space Administration, Langley Research Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,LANGLEY RESEARCH CENTER,40135,39650,280,"Hampton, VA",Chief Counsel,Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MARSHALL SPACE FLIGHT CENTER,40136,39650,290,"Huntsville, AL","Director, National Aeronautics and Space Administration, Marshall Space Flight Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MARSHALL SPACE FLIGHT CENTER,40136,39650,290,"Huntsville, AL","Manager, Office of the Chief Counsel",Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,STENNIS SPACE CENTER,40137,39650,300,"Bay St Louis, MS","Director, National Aeronautics and Space Administration, Stennis Space Center",Career Incumbent,CA,ES,, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,STENNIS SPACE CENTER,40137,39650,300,"Bay St Louis, MS",Chief Counsel,Career Incumbent,CA,ES,, ,,10
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,40027,,,"Washington, DC",Inspector General,Paul Martin ,PAS,EX,II, ,,5
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,40027,,,"Washington, DC",Special Assistant for Audits,Vacant,,ES,, ,,10
NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ARCHIVIST OF UNITED STATES AND DEPUTY ARCHIVIST OF THE UNITED STATES,39711,39704,1,"College Park, MD",Archivist of the United States,David Sean Ferriero ,PAS,EX,III, ,,5
NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,39704,,1,,,,,,,,,
NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,,1,"Washington, DC",Chairman,L. Preston Bryant Jr.,PA,OT,, ,01-01-19,5
NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,,1,"Washington, DC",Commission Member,Elizabeth A. White ,PA,OT,, ,01-01-17,10
NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,,1,"Washington, DC",Commission Member,Thomas Gallas ,PA,OT,, ,01-01-21,15
NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,,1,"Washington, DC",Chairperson,Clyde Terry ,PAS,PD,,3 Years,09-17-16,5
NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,,1,"Washington, DC",Vice-Chair,Katherine Seelman ,PAS,PD,,3 Years,09-17-16,10
NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,,1,"Washington, DC",Member,Gary Blumenthal ,PAS,PD,,3 Years,09-17-16,15
NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,,1,"Washington, DC",Member,Janice Lehrer-Stein ,PAS,PD,,3 Years,09-17-16,20
NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,,1,"Washington, DC",Member,Benro Ogunyipe ,PAS,PD,,3 Years,09-17-16,25
NATIONAL CREDIT UNION ADMINISTRATION,NATIONAL CREDIT UNION ADMINISTRATION,37564,,1,,,,,,,,,
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,"Alexandria, VA",Chairman,Richard Thomas Metsger ,PAS,EX,III,6 Years,,5
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,"Washington, DC",Chief of Staff,Michael `Radway ,SC,OT,"$2,34,999 ", ,,10
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,"Alexandria, VA","Director, Public and Congressional Affairs/Chief Policy Advisor to the Chairman",Todd M. Harper ,SC,OT,"$2,34,999 ", ,,15
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,"Alexandria, VA",Staff Assistant,Donna G. Giobbi ,SC,OT,"$1,06,918 ", ,,20
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,"Alexandria, VA",Vice Chair,Vacant,PAS,EX,IV,4 Years,,10
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,"Alexandria, VA",Board Member,John Mark McWatters ,PAS,EX,IV, ,,15
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,"Alexandria, VA",Senior Policy Advisor,Sarah Dee Vega ,SC,OT,"$1,91,155 ", ,,20
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,"Alexandria, VA",Staff Assistant,Katie M. Supples ,SC,OT,"$60,091 ", ,,20
NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,"Alexandria, VA",Staff Assistant,Vacant,SC,OT,, ,,25
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,37758,,1,,,,,,,,,
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Director,Kathryn K. Matthew ,PAS,EX,III, ,09-21-19,1
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Althemese P. Barnes ,PAS,OT,"$26,000 ", ,,2
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Christie P. Brandau ,PAS,OT,"$26,000 ", ,,3
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Noberto J. Castro ,PAS,OT,"$26,000 ", ,,4
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,John F. Coppola ,PAS,OT,"$26,000 ", ,,5
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Vishakha N. Desai ,PAS,OT,"$26,000 ", ,,6
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Carla D. Hayden ,PAS,OT,"$26,000 ", ,,7
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Luis Herrera ,PAS,OT,"$26,000 ", ,,8
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Lisa F. Hoffman ,PAS,OT,"$26,000 ", ,,9
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Eric J. Jolly ,PAS,OT,"$26,000 ", ,,10
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Tammie J. Kahn ,PAS,OT,"$26,000 ", ,,11
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,George W. Kerscher ,PAS,OT,"$26,000 ", ,,12
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Susana T. Leval ,PAS,OT,"$26,000 ", ,,13
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Mary R. Minow ,PAS,OT,"$26,000 ", ,,14
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Lawrence J. Pijeaux ,PAS,OT,"$26,000 ", ,,15
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Jacqueline Sundstrand ,PAS,OT,"$26,000 ", ,,16
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Winston D. Tabb ,PAS,OT,"$26,000 ", ,,17
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Suzanne E. Thorin ,PAS,OT,"$26,000 ", ,,18
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Robert Wedgeworth ,PAS,OT,"$26,000 ", ,,19
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Vacant,PAS,OT,, ,,20
NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,"Washington, DC",Member,Vacant,PAS,OT,, ,,21
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC","Director, Institute of Museum and Library Services",Susan Hodge Hildreth ,PAS,EX,III, ,,5
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",General Counsel,Career Incumbent,CA,ES,, ,,10
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",Chief of Staff,Vacant,,ES,, ,,15
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",Deputy Director for Library Services,Vacant,,ES,, ,,20
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",Chief Financial Officer,Vacant,,ES,, ,,25
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",Deputy Director Museum Services,Vacant,,ES,, ,,30
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,,1,"Washington, DC",Chief Operating Officer,Vacant,,ES,, ,,35
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Terry L. Maple ,PAS,OT,$100 , ,,5
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,David Donath ,PAS,OT,$100 , ,,10
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Vacant,PAS,OT,, ,,15
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Peter Hero ,PAS,OT,$100 , ,,20
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Margaret Scarlett ,PAS,OT,$100 , ,,25
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Maria M. Guillemard ,PAS,OT,$100 , ,,30
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Beth L. Walkup ,PAS,OT,$100 , ,,35
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Nancy S. Dwight ,PAS,OT,$100 , ,,40
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Wilson A. Greene ,PAS,OT,$100 , ,,45
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Judith A. Rapanos ,PAS,OT,$100 , ,,50
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Edwin J. Rigaud ,PAS,OT,$100 , ,,55
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,John Buchanan ,PAS,OT,$100 , ,,60
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Vacant,PAS,OT,, ,,65
INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,,"Washington, DC",Member,Vacant,PAS,OT,, ,,70
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Chairman National Endowment for the Arts,Rose Jane Chu ,PAS,EX,III, ,,5
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC","Executive Director, Presidents Committee on the Arts and the Humanities",Megan Beyer ,NA,ES,, ,,10
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Director of Strategic Communications and Public Affairs,Jessamyn Sarmiento ,NA,ES,, ,,15
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Chief of Staff,Michael John Griffin ,NA,ES,, ,,20
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Senior Deputy Chairman,Vacant,,ES,, ,,25
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",White House Liaison/Senior Advisor to the Chief of Staff,Lauren Dugas Glover ,SC,GS,13, ,,35
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Press Secretary,Judith A. Kargbo ,SC,GS,12, ,,40
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Public Affairs Specialist(Social Media),Samra Khawaja ,SC,GS,7, ,,45
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Director of Congressional Affairs,Laura De La Torre ,SC,GS,14, ,,50
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Confidential Assistant to the Chief of Staff,Kristin Duquette ,SC,GS,7, ,,55
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"District of Columbia, DC",Senior Advisor to the Chairman and Director of Strategic Partnerships,Daniel Berman Lurie ,SC,GS,15, ,,60
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"District of Columbia, DC",Special Assistant for Congressional Affairs/Council Operations,Margaret E. McGillivray ,SC,GS,11, ,,65
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Bruce Carter ,PAS,AD,,6 Years,09-03-18,70
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Maria Lopez De Leon ,PAS,AD,,6 Years,09-03-16,75
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Aaron Dworkin ,PAS,AD,,6 Years,,80
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Lee Greenwood ,PAS,AD,,6 Years,,85
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Deepa Gupta ,PAS,AD,, ,09-03-16,90
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Paul Hodes ,PAS,AD,,6 Years,09-03-16,95
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Maria Rosario Jackson ,PAS,AD,,6 Years,09-03-16,100
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Emil Kang ,PAS,AD,,6 Years,09-03-18,105
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Charlotte Kessler ,PAS,AD,,6 Years,,110
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Rick Lowe ,PAS,AD,,6 Years,09-03-18,115
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,"David ""Mas"" Masumoto ",PAS,AD,,6 Years,09-03-18,120
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Irvin Mayfield ,PAS,AD,,6 Years,,125
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Barbara Ernst Prey ,PAS,AD,,6 Years,,130
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Ranee Ramaswamy ,PAS,AD,,6 Years,09-03-18,135
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Diane Rodriguez ,PAS,AD,,6 Years,09-03-18,140
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Tom Rothman ,PAS,AD,,6 Years,09-03-16,145
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Olga Viso ,PAS,AD,,6 Years,09-03-18,150
NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,,1,"Washington, DC",Council Member,Vacant,PAS,AD,,6 Years,,155
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Chairman,William Drea Adams ,PAS,EX,III,4 Years,,5
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Assistant Chairman for Programs,Career Incumbent,CA,ES,, ,,10
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",General Counsel,Career Incumbent,CA,ES,, ,,15
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Director, Division of Research Programs",Career Incumbent,CA,ES,, ,,20
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Deputy Chairman,Margaret F. Plympton ,NA,ES,, ,,25
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Director, Office of Challenge Grants",Career Incumbent,CA,ES,, ,,30
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Director, Division of Public Programs",Career Incumbent,CA,ES,, ,,35
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Director, Division of Preservation and Access",Career Incumbent,CA,ES,, ,,40
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Chief Information Officer,Career Incumbent,CA,ES,, ,,45
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Director, Federal/State Partnership",Career Incumbent,CA,ES,, ,,50
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Chief of Staff,Courtney M. Chapin ,NA,ES,, ,,55
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC","Deputy Director, President's Committee on the Arts and the Humanities",Vacant,,ES,, ,,60
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Assistant Chairman for Partnership and Strategic Initiatives,Evagren O. Caldera ,NA,ES,, ,,70
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Director of Communications,Theola Debose ,SC,GS,15, ,,75
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Director of Congressional Affairs,Timothy Benck Aiken ,SC,GS,15, ,,80
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",White House Liaison and Chairman's Strategic Scheduler,Lateisha J. Garrett ,SC,GS,14, ,,85
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"Washington, DC",Digital Communications Strategist,Jessica Lauren Moss ,SC,GS,12, ,,90
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Rolena K. Adorno ,PAS,AD,, ,01-26-17,100
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Camila A. Alire ,PAS,AD,, ,01-26-18,105
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Francine D. Berman ,PAS,AD,, ,01-26-20,110
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Albert J. Beveridge ,PAS,AD,, ,01-26-17,115
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Allison Blakely ,PAS,AD,, ,01-26-17,120
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Constance M. Carroll ,PAS,AD,, ,01-26-17,125
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Jamsheed Choksy ,PAS,AD,, ,01-26-17,130
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Cathy N. Davidson ,PAS,AD,, ,01-26-17,135
NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,39535,,1,"District of Columbia, DC",Council Member,Dawn H. Delbanco ,PAS,AD,, ,01-26-17,140
