Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"White Oak, MD","Director Office of Policy, Center for Tobacco Products",Career Incumbent,CA,ES,, ,,140
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Rockville, MD","Associate Director, Office of Regulations",Career Incumbent,CA,ES,, ,,145
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Rockville, MD","Deputy CFO/Director, Office of Financial Operations",Career Incumbent,CA,ES,, ,,160
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Rockville, MD",Deputy Commissioner for Foods,Career Incumbent,CA,ES,, ,,170
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Rockville, MD",Deputy Chief Operating Officer,Career Incumbent,CA,ES,, ,,180
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"White Oak, MD","Director, Office of Health Communication and Education",Career Incumbent,CA,ES,, ,,185
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Silver Spring, MD",Deputy Commissioner for Global Regulatory Operations and Policy,Career Incumbent,CA,ES,, ,,190
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Silver Spring, MD","Director, Office of Facilities",Career Incumbent,CA,ES,, ,,195
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Commissioner,38506,38505,670,"Silver Spring, MD",Assistant Commissioner for Global Regulatory Policy,Career Incumbent,CA,ES,, ,,205
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Management,38509,38505,680,"Rockville, MD",Associate Director for Management,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of External Relations,38425,38505,690,"Silver Spring, MD",Assistant Commissioner for Media Affairs,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of External Relations,38425,38505,690,"Rockville, MD",Assistant Commissioner for External Relations,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Deputy Associate General Counsel,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Deputy Associate General Counsel for Litigation,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Principal Deputy Associate General Counsel,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Deputy General Counsel for Program Review,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Deputy Associate General Counsel,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Chief Counsel,38508,38505,700,"Silver Spring, MD",Deputy Associate General Counsel,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Policy and Planning,38507,38505,710,"Rockville, MD",Associate Commissioner for Planning,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Policy and Planning,38507,38505,710,"Rockville, MD",Associate Commissioner for Public Health and Analysis,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Policy and Planning,38507,38505,710,"Rockville, MD",Associate Commissioner for Policy,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Rockville, MD","Director, Office of Partnerships",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Rockville, MD",Associate Director for Management,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Philadelphia, PA","Regional Food and Drug Director, Central Region",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Oakland, CA","Regional Food and Drug Director, Pacific Region",Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Silver Spring, MD",Food and Feed Program Director,Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Silver Spring, MD",Medical Device Program Director,Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Silver Spring, MD",Pharmaceutical Quality Program Director,Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Silver Spring, MD",Assistant Commissioner for Communications,Career Incumbent,CA,ES,, ,,60
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Rockville, MD","Director, Office of Communications and Quality Program Management",Career Incumbent,CA,ES,, ,,65
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Silver Spring, MD",Senior Associate Commissioner,Career Incumbent,CA,ES,, ,,70
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regulatory Affairs,38510,38505,720,"Rockville, MD","Director, Office of Enforcement and Import Operations",Career Incumbent,CA,ES,, ,,105
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Biologics Evaluation and Research,38511,38505,730,"Bethesda, MD",Associate Director for Policy,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Biologics Evaluation and Research,38511,38505,730,"Rockville, MD","Director, Division of Cellular and Gene Therapy",Raj K Puri ,XS,OT,"$2,28,170 ", ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Biologics Evaluation and Research,38511,38505,730,"Rockville, MD","Chief, Laboratory of Molecular Virology",Indira Hewlett ,XS,OT,"$2,01,697 ", ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Biologics Evaluation and Research,38511,38505,730,"Rockville, MD","Director, Office of Compliance and Biologics Quality",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Devices and Radiological Health,38426,38505,740,"Rockville, MD",Associate Director for Management,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Devices and Radiological Health,38426,38505,740,"Rockville, MD","Director, Office of Communications, Education and Radiation Programs",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Devices and Radiological Health,38426,38505,740,"Rockville, MD","Director, Division of Biostatistics",Gregory Campbell ,XS,OT,"$2,07,089 ", ,,45
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Drug Evaluation and Research,38512,38505,750,"Rockville, MD",Associate Director for Policy,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Drug Evaluation and Research,38512,38505,750,"Silver Spring, MD","Director, Office of Regulatory Policy",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Drug Evaluation and Research,38512,38505,750,"Rockville, MD","Director, Office of Executive Programs",Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Drug Evaluation and Research,38512,38505,750,"Rockville, MD","Deputy Associate Director for Policy, Center for Drug Evaluation and Research",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Drug Evaluation and Research,38512,38505,750,"Rockville, MD","Director, Office of Clinical Pharmacology",Shiew-Mei Huang ,XS,OT,"$2,16,009 ", ,,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Food Safety and Applied Nutrition,38513,38505,760,"Washington, DC","Director, Center for Food Safety and Applied Nutrition",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Food Safety and Applied Nutrition,38513,38505,760,"College Park, MD","Deputy Director for Regulatory Affairs, CFSAN",Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Food Safety and Applied Nutrition,38513,38505,760,"College Park, MD","Director, Office of Regulations and Policy",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Food Safety and Applied Nutrition,38513,38505,760,"Rockville, MD","Associate Director for Management, CFSAN",Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Food Safety and Applied Nutrition,38513,38505,760,"Silver Spring, MD","Director, Office of Compliance",Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Veterinary Medicine,38427,38505,770,"Rockville, MD","Deputy Director, Center for Veterinary Medicine",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Veterinary Medicine,38427,38505,770,"Rockville, MD",Associate Director for Management,Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Center for Toxicological Research,38428,38505,780,"Jefferson, AR",Associate Director for Management (Executive Officer),Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Center for Toxicological Research,38428,38505,780,"Jefferson, AR","Director, Division of Biochemical Toxicology",Frederick A Beland ,XS,OT,"$2,01,697 ", ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Center for Toxicological Research,38428,38505,780,"Jefferson, AR",Research Chemist,Peter P. Fu ,XS,OT,"$2,01,697 ", ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Center for Toxicological Research,38428,38505,780,"Jefferson, AR","Director, Division of Microbiology",Carl E. Cerniglia ,XS,OT,"$2,01,697 ", ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD","Administrator, Health Resources and Services Administration",Mary Katherine Wakefield ,NA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD",Policy Advisor,Elizabeth Weck Darnall ,SC,GS,14, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD",Special Assistant,Christine Elizabeth Evans ,SC,GS,13, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD","Deputy Administrator, Health Resources and Services Administration",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD","Director, Office of Legislation",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD","Director, Office of Planning, Analysis and Evaluation",Vacant,,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD",Special Assistant to the Administrator,Joanne C Hoff ,TA,ES,, ,06-30-17,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH RESOURCES AND SERVICES ADMINISTRATION OFFICE OF THE ADMINISTRATOR,38553,38515,790,"Rockville, MD","Director, Office of Communications",Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Financial Policy and Controls and Chief Financial Officer",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD",Associate Administrator for Operations,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Acquisitions Management and Policy",Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Deputy Associate Administrator, Office of Operations",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Information Technology and Chief Information Officer",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Human Resources",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Budget Formulation and Presentation",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Silver Spring, MD",Chief Financial Officer,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD",Chief Information Officer,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Operations,38424,38553,800,"Rockville, MD","Director, Office of Budget",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Regional Operations,38422,38553,810,"Rockville, MD","Associate Administrator, Office of Regional Operations",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Bureau of Primary Health Care,38434,38553,820,"Rockville, MD",Associate Administrator for Bureau of Primary Health Care,Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Bureau of Primary Health Care,38434,38553,820,"Rockville, MD","Deputy Associate Administrator, Bureau of Primary Health Care",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Maternal and Child Health Bureau,38547,38553,830,"Rockville, MD","Associate Administrator, Maternal and Child Health Bureau",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Maternal and Child Health Bureau,38547,38553,830,"Rockville, MD","Deputy Associate Administrator, Maternal and Child Health Bureau",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Healthcare Systems Bureau,38542,38553,840,"Rockville, MD","Senior Advisor for Special Initiatives, Healthcare Systems Bureau",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Healthcare Systems Bureau,38542,38553,840,"Rockville, MD","Associate Administrator, Healthcare Systems Bureau",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Healthcare Systems Bureau,38542,38553,840,"Rockville, MD","Deputy Associate Administrator, Healthcare Systems Bureau",Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HIV/AIDS Bureau,38514,38553,850,"Rockville, MD","Associate Administrator, HIV/AIDS Bureau",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HIV/AIDS Bureau,38514,38553,850,"Rockville, MD","Deputy Associate Administrator, HIV/AIDS Bureau",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Bureau of Health Workforce,38541,38553,860,"Rockville, MD","Associate Administrator, Bureau of Health Workforce",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Bureau of Health Workforce,38541,38553,860,"Rockville, MD",Deputy Associate Administrator Bur of Health Workforce,Vacant,,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Federal Assistance Management,38575,38553,870,"Rockville, MD","Associate Administrator, Office of Federal Assistance Management",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of Federal Assistance Management,38575,38553,870,"Rockville, MD","Deputy Associate Administrator, Office of Federal Assistance Management",Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Federal Office of Rural Health Policy,38576,38553,880,"Rockville, MD","Associate Administrator, Office of Federal Rural Health Policy",Career Incumbent,CA,ES,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Indian Health Service",Vacant,PAS,EX,V, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD",Principal Deputy Director of the Indian Health Service,Mary Smith ,NA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Senior Advisor to the Director, Indian Health Service",Geoffrey Scott Roth ,NA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Deputy Director, Indian Health Service",Vacant,,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD",Executive Advisor to the Director,Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Tribal Self-Governance",Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Management Services",Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD",Deputy Director for Management Operations,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Finance and Accounting",Vacant,,ES,, ,,45
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Information Technology",Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Clinical and Preventive Services",Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD",Deputy Director for Indian Health Policy,Career Incumbent,CA,ES,, ,,60
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Resource Access and Partnerships",Vacant,,ES,, ,,65
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Urban Indian Health Policy",Vacant,,ES,, ,,70
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Rockville, MD","Director, Office of Public Health Support",Vacant,,ES,, ,,75
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Anchorage, AK","Director, Alaska Area",Career Incumbent,CA,ES,, ,,80
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Albuquerque, NM","Director, Albuquerque Area",Vacant,,ES,, ,,85
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Gallup, NM",Chief Executive Officer,Career Incumbent,CA,ES,, ,,90
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Bemidji, MN","Director, Bemidji Area",Career Incumbent,CA,ES,, ,,95
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Billings, MT","Director, Billings Area",Career Incumbent,CA,ES,, ,,100
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Sacramento, CA","Director, California Area",Career Incumbent,CA,ES,, ,,105
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Aberdeen, SD","Director, Great Plains Area",Vacant,,ES,, ,,110
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Nashville, TN","Director, Nashville Area",Career Incumbent,CA,ES,, ,,115
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Window Rock, AZ","Director, Navajo Area",Vacant,,ES,, ,,120
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Oklahoma City, OK","Director, Oklahoma City Area",Career Incumbent,CA,ES,, ,,125
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Phoenix, AZ","Director, Phoenix Area Office",Vacant,,ES,, ,,130
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Phoenix, AZ","Chief Executive Officer, Phoenix Indian Medical Center",Vacant,,ES,, ,,135
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Portland, OR","Director, Portland Area",Career Incumbent,CA,ES,, ,,140
DEPARTMENT OF HEALTH AND HUMAN SERVICES,INDIAN HEALTH SERVICE,38435,38515,890,"Tucson, AZ","Director, Tucson Area",Career Incumbent,CA,ES,, ,,145
DEPARTMENT OF HEALTH AND HUMAN SERVICES,NATIONAL INSTITUTES OF HEALTH,38436,38515,900,"Bethesda, MD","Director, National Institutes of Health",Francis S. Collins ,PAS,EX,IV, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,NATIONAL INSTITUTES OF HEALTH,38436,38515,900,"Washington, DC",Executive Director,Gregory Charles Simon ,NA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,NATIONAL INSTITUTES OF HEALTH,38436,38515,900,"Washington, DC",Senior Director of External Partnerships,Lauren Cecily Leiman ,SC,GS,14, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,NATIONAL INSTITUTES OF HEALTH,38436,38515,900,"Washington, DC",Director for Patient Engagement,Anabella Aspiras ,SC,GS,13, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,NATIONAL INSTITUTES OF HEALTH,38436,38515,900,"Bethesda, MD",Chief Financial Officer,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD","Director, Office of Management Assessment",Vacant,,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD",Associate Director for Communications and Public Liaison,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD",Associate Director for Budget,Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD","Director, Office of Equity, Diversity and Integrity",Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD","Director, Office of Human Resources",Vacant,,ES,, ,,100
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Office of the Director,38437,38436,910,"Bethesda, MD","Director, Office of Research Information Systems",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Information Technology,38461,38436,920,"Bethesda, MD",Deputy Director,Vacant,,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Center for Information Technology,38461,38436,920,"Bethesda, MD","Director, Center for Information Technology",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Cancer Institute,38440,38436,940,"Bethesda, MD","Director, National Cancer Institute",Vacant,PA,EX,, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Cancer Institute,38440,38436,940,"Bethesda, MD",Associate Director for Financial Management and Legislation,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"National Heart, Lung and Blood Institute",38438,38436,960,"Bethesda, MD","Director, Office of Health Education and Communications",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Human Genome Research Institute,38464,38436,970,"Bethesda, MD","Director, Office of Population Genomics",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Institutes of Allergy and Infectious Diseases,38450,38436,990,"Bethesda, MD",Chief Information Officer,Career Incumbent,CA,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Library of Medicine,38449,38436,1050,"Bethesda, MD",Associate Director for Extramural Programs,Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,National Library of Medicine,38449,38436,1050,"Bethesda, MD","Director, Division of Library Operations",Career Incumbent,CA,ES,, ,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD","Administrator, Substance Abuse and Mental Health Service",Vacant,PAS,EX,IV, ,,5
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD",Principal Deputy Administrator ,Career Incumbent,CA,ES,, ,,10
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD","Deputy Administrator, Substance Abuse and Mental Health Services Administration",Vacant,,ES,, ,,15
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD",Deputy for Operations,Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD",Senior Advisor to the Administrator,Thomas Russell Coderre ,NA,ES,, ,,25
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,38497,38515,1070,"Rockville, MD",Senior Advisor,Thomas Richard Hill Jr.,NA,ES,, ,,30
